Question ID,Question Number,Question Content,Image,User
f572,2,Do you need reservation to dine here?,28797,f64
f573,1,Is it expected to rain all day?,5094,f64
f574,2,Where did you get that drink?,5094,f64
f575,1,What is the purpose of this tent?,429065,f64
f576,2,Which country is this?,429065,f64
f577,1,How many days until christmas?,346250,f64
f578,2,Is that tie a gift from wife?,346250,f64
f579,1,What is this boy's name?,446557,f66
f580,2,Does this boy play any sports other than baseball?,446557,f66
f581,1,Is this a library?,189280,f64
f582,2,Is that board brand new?,189280,f64
f583,1,Is the man and the boy related?,414422,f66
f584,2,How old are the man and the boy?,414422,f66
f585,1,Does this woman live in this house that she's pictured in?,305600,f66
f586,2,Did this woman break off the fridge door or was it already broken off?,305600,f66
f587,1,What countries do you think these women represent?,44724,f67
f588,2,Who do you think is going to win the game?,44724,f67
f589,1,Is this surfboard sturdy?,518966,f66
f590,2,How much did this surfboard cost?,518966,f66
f591,1,What do you think the horses are thinking in this picture? ,239928,f65
f592,2,I wonder if all horses enjoy humans sitting on them. ,239928,f65
f593,1,Who owns this umbrella?,236350,f66
f594,2,Is the umbrella functional?,236350,f66
f595,1,Do you think he looks safe riding in that lane?,385972,f67
f596,2,Where do you think he is headed?,385972,f67
f597,1,Why is the clock placed behind the chair? ,15906,f65
f598,2,Why are a lot of chairs placed beside a window? ,15906,f65
f599,1,Do you think this guy is an experienced rider?,251210,f67
f600,2,I wonder if he's considered a professional? (sponsored?),251210,f67
f601,1,Why is this family so engaged with what’s on their tv? ,403743,f65
f602,2,I wonder why this family all have similar facial expressions at what they see.,403743,f65
f603,1,Do you think that green paint or powder is safe for the elephant?,50583,f67
f604,2,"I wonder if the elephant has ever lashed out or became agressive with the trainer, or other people?",50583,f67
f605,1,Why is this elephant looking like he’s so bored?,83468,f65
f606,2,Why is the lady in the picture the only one who looks like sees enjoying herself? ,83468,f65
f607,1,Do you think she's talking to someone like her boyfriend?,484277,f67
f608,2,I wonder if she is at work and sneaking a call to somebody.,484277,f67
f609,1,Where do you think she bought that umbrella?,145679,f69
f610,2,What do you think the weather is in the photo?,145679,f69
f611,1,When do you think the photo was taken?,179687,f69
f612,2,Do you think the person taking the picture liked the tie?,179687,f69
f613,1,Why does this skier appear to be walking up the slope of this mountain?,288486,f68
f614,2,What mountain is this skier on?,288486,f68
f615,1,Do you think the dogs get along well?,190718,f69
f616,2,How old do you think the dogs are?,190718,f69
f617,1,Why are all the trees pointed at the top? ,480026,f65
f618,2,Why does the guys sled in the picture not have any snow underneath it? ,480026,f65
f619,1,How many times do you think that person has fallen while skateboarding?,159554,f69
f620,2,How long do you think they've had that board?,159554,f69
f621,1,What type of camera do you think this photo was taken with?,390797,f69
f622,2,How old do you think the person is in the photo?,390797,f69
f623,1,Why is the man crossing the street?,107705,f70
f624,2,What type of person lives in the upstairs apartment?,107705,f70
f625,1,Why is that lady looking at the door?,433296,f68
f626,2,To whom is the lady in black speaking?,433296,f68
f627,1,Who is taking the photo?,387124,f70
f628,2,Where are the people travelling on their bikes?,387124,f70
f629,1,Why is this skater performing stunts inside of this building?,501381,f68
f630,2,Is this a recreational center that the skier is using to perform his stunts?,501381,f68
f631,1,What are the birds thinking and feeling?,375939,f70
f632,2,How warm is the water?,375939,f70
f633,1,What is the little girl thinking about?,377476,f70
f634,2,How fresh is the food?,377476,f70
f635,1,Are these elephants in a zoo or are they roaming free?,136078,f68
f636,2,How old is the baby elephant?,136078,f68
f637,1,Why did the photo provider choose not to correct the red eye in the photo?,179024,f70
f638,2,Why is the lady smiling?,179024,f70
f639,1,What kind of seasoning did this man put on his chicken?,243304,f68
f640,2,What kind of oven is the man using to back his chicken?,243304,f68
f641,1,Are those donuts for one person or a whole family?,107147,f71
f642,2,Will drinking 2 different beverages cause stomach pain?,107147,f71
f643,1,Are there anymore animals getting a shot?,458864,f71
f644,2,Does this setting take place outside of America?,458864,f71
f645,1,Where are they traveling to?,481874,f71
f646,2,Are they trying to get a  perfect photo?,481874,f71
f647,1,Is the lady in the middle recording something or dialing a number?,192524,f71
f648,2,Is the lady to the left secretly looking over at the woman's phone?,192524,f71
f649,1,Is this area known to be safe?,48747,f71
f650,2,Have people been robbed when sleeping on benches?,48747,f71
f651,1,Should riding horses in towns be legal?,7524,f72
f652,2,Do you prefer biking over walking?,7524,f72
f653,1,Would you ever ride a bike in a skirt?,243472,f72
f654,2,Do you think the lady in the picture is in a rush?,243472,f72
f655,1,What kind of vehicle do you think the groom drives?,110596,f73
f656,2,Are they a happy couple?,110596,f73
f657,1,Do you have any younger siblings?,151729,f72
f658,2,Are the kids in the picture related?,151729,f72
f659,1,What kind of building could this be?,555101,f73
f660,2,Does the guy in the picture live here?,555101,f73
f661,1,Do you have a culture or background that you are proud of?,151327,f72
f662,2,How do you feel about people performing on stage as a different culture/ethnicity?,151327,f72
f663,1,"Who made those picture frames on the wall?
",521867,f73
f664,2,Are all homes painted this way?,521867,f73
f665,1,What is your go-to Starbucks order?,559995,f72
f666,2,Have you ever went the wrong direction on a one-way street?,559995,f72
f667,1,Are chairs always arranged in this order?,100300,f73
f668,2,Who do you think that man is speaking to on the phone,100300,f73
f669,1,Do all cats like to be held in this manner?,294909,f73
f670,2,How old exactly is the lady in the picture?,294909,f73
f671,1,What are the couple in the middle of the picture talking about?,252952,f74
f672,2,What time of year is this picture depicting?,252952,f74
f673,1,Why is this woman allowing her dog to pee on this pillar?,366313,f74
f674,2,Where will the woman go after she walks her dog?,366313,f74
f675,1,How long has this woman been surfing for?,41658,f76
f676,2,"Do you think this woman participates in surfing competitions?
",41658,f76
f677,1,What is the artist trying to say with this piece with the arrows?,369452,f74
f678,2,How long did this art piece take to make?,369452,f74
f679,1,How often do you think these boys excersize?,39708,f76
f680,2,Is this an Olympic worthy team?,39708,f76
f681,1,How much weight can the place on the bottom carry?,112410,f74
f682,2,How many people are inside that space shuttle?,112410,f74
f683,1,Is this a peaceful neighborhood?,50658,f76
f684,2,"What culture would you associate this neighborhood to?
",50658,f76
f685,1,Do you think drivers follow the rule this sign imposes?,181631,f76
f686,2,"Do you think this sign causes fewer driving accidents?
",181631,f76
f687,1,Is this train fast?,158099,f76
f688,2,Does this train smell good?,158099,f76
f689,1,Is the woman wondering how to use the remote?,405121,f77
f690,2,What is the woman looking at?,405121,f77
f691,1,Are the people expert skiers?,538977,f77
f692,2,Where are they headed?,538977,f77
f693,1,Who is with the girl at this bakery?,529179,f77
f694,2,Is the girl dressed for a special event?,529179,f77
f695,1,Who took this photo?,471686,f78
f696,2,Why does he look so sad?,471686,f78
f697,1,Which player is doing the best?,552453,f77
f698,2,What game are they playing?,552453,f77
f699,1,Where is he dropping the bags into?,202076,f79
f700,2,How much do you get paid to hand off bags to this device?,202076,f79
f701,1,Are bananas always shipped in large quantities?,179209,f77
f702,2,What will keep the bananas from falling off of the open back of the truck?,179209,f77
f703,1,What is the score of this tennis match?,402916,f74
f704,2,Is this player a grass court specialist?,402916,f74
f705,1,Why is the room this dingy?,466445,f79
f706,2,What's that blue thing in the room?,466445,f79
f707,1,Why do you think he flys kites?,23951,f78
f708,2,Do you think he loses the kite?,23951,f78
f709,1,Is that an alien?,248797,f79
f710,2,Why are the people reacting so casually to this space visitor?,248797,f79
f711,1,Is there really enough fruit to cover this tart?,386419,f79
f712,2,Is there really enough for everyone?,386419,f79
f713,1,how many players are required to play in baseball?,363469,f80
f714,2,can you hit the ball out of bounds and still manage to make a homerun?,363469,f80
f715,1,Is he too drunk to realize he's staring at the sink?,141386,f79
f716,2,How many beers has he had already?,141386,f79
f717,1,Why do you think the lady in the blue hair not involving herself with everyone else?,267048,f78
f718,2,Did everyone get a turn at the game or was she the only one playing?,267048,f78
f719,1,What occasion is the lady dressed for?,426776,f81
f720,2,How did they obtain that white stuffed bear?,426776,f81
f721,1,should kids be allowed to swim on the deeper ends of a public pool?,493983,f80
f722,2,how big is the pool?,493983,f80
f723,1,Is she a professional tennis player?,500005,f81
f724,2,How skilled is she at tennis?,500005,f81
f725,1,should phones be allowed while public speaking?,474668,f80
f726,2,what is the public speaker talking about?,474668,f80
f727,1,What is the relationship between these 2 people?,233902,f81
f728,2,What occasion was the pizza made for?,233902,f81
f729,1,is it best to wear loud colored clothing while skiing?,225036,f80
f730,2,what state is this located in?,225036,f80
f731,1,How many people are on that train?,551470,f81
f732,2,What is the train's next destination? ,551470,f81
f733,1,I wonder who has the most experience out of all of them with riding horses?,560885,f78
f734,2,what is the girl in the purple shirt holding in her hand?,560885,f78
f735,1,Does the elephant still have parents?,66406,f81
f736,2,How much does the man get paid for doing this type of work?,66406,f81
f737,1,would this be considered a regular motorcycle?,275544,f80
